,movie_title,release_year,runtime
8053,Boyz n the Hood,1991,112.0
8054,Bugsy,1991,134.0
8055,Bugsy Malone,1976,93.0
8056,By the Sword,1991,91.0
8057,Cobra,1925,70.0
8058,Cobra,1986,87.0
8059,Common Wealth,2000,105.0
8060,Consenting Adults,1992,99.0
8061,Phenomena,1985,116.0
8062,Crimewave,1985,83.0
8063,Crying Freeman,1995,102.0
8064,Time and Tide,2000,113.0
8065,The Meaning of Life,1983,107.0
8066,Where Eagles Dare,1968,155.0
8067,Tightrope,1984,115.0
8068,Sleeping with the Enemy,1991,99.0
8069,PCU,1994,79.0
8070,The Rookie,2002,127.0
8071,The Rookie,1990,120.0
8072,The Ghost & Mr. Chicken,1966,90.0
8073,City Heat,1984,93.0
8074,Into the Night,1985,115.0
8075,Three O'Clock High,1987,97.0
8076,White Hunter Black Heart,1990,112.0
8077,Come and See,1985,142.0
8078,A Rage in Harlem,1991,115.0
8079,Ginger Snaps,2000,108.0
8080,More American Graffiti,1979,110.0
8081,The Ballad of Little Jo,1993,121.0
8082,Under Suspicion,2000,110.0
8083,Under Suspicion,1991,99.0
8084,Ruby,1992,110.0
8085,Ruby,1977,85.0
8086,The Reluctant Astronaut,1967,101.0
8087,The Shakiest Gun in the West,1968,101.0
8088,It's Pat,1994,74.0
8089,Sunday in the Country,1974,93.0
8090,The Gun in Betty Lou's Handbag,1992,89.0
8091,Sudden Fear,1952,110.0
8092,Nobody's Baby,2001,110.0
8093,Regarding Henry,1991,108.0
8094,The Debut,2000,88.0
8095,The Debut,1970,91.0
8096,Wilder Napalm,1993,109.0
8097,Contamination,1980,95.0
8098,The Amazing Transparent Man,1960,57.0
8099,Love Affair,1994,108.0
8100,Love Affair,1939,88.0
8101,Once in the Life,2000,107.0
8102,Try Seventeen,2002,96.0
8103,The Hospital,1971,103.0
8104,Article 99,1992,100.0
8105,Images,1972,101.0
8106,Eureka,2000,217.0
8107,Eureka,1983,130.0
8108,Oleanna,1994,89.0
8109,Chattahoochee,1989,97.0
8110,Tough Guys Don't Dance,1987,110.0
8111,There Goes My Baby,1994,99.0
8112,Kingdom of the Spiders,1977,97.0
8113,Scrooge,1970,113.0
8114,Scrooge,1951,86.0
8115,Scrooge,1935,78.0
8116,Leap of Faith,1992,108.0
8117,Gas Food Lodging,1992,101.0
8118,In Cold Blood,1967,134.0
8119,In Cold Blood,1996,240.0
8120,Campus Man,1987,94.0
8121,The Bedford Incident,1965,102.0
8122,Murderous Maids,2000,94.0
8123,Yankee Doodle Dandy,1942,126.0
8124,Ninja Scroll,1993,94.0
8125,Knife in the Water,1962,94.0
8126,The Devil and Daniel Webster,1941,107.0
8127,Mobsters,1991,104.0
8128,Charlotte Sometimes,2002,85.0
8129,Out of Time,2003,105.0
8130,Out of Time,1988,92.0
8131,School of Rock,2003,108.0
8132,Concert for George,2002,140.0
8133,The Event,2003,114.0
8134,The Event,2015,74.0
8135,9 Dead Gay Guys,2003,83.0
8136,The Station Agent,2003,88.0
8137,Wonderland,1997,0.0
8138,Wonderland,1999,108.0
8139,Wonderland,2003,104.0
8140,Bus 174,2002,150.0
8141,Mystic River,2003,138.0
8142,Good Boy!,2003,87.0
8143,House of the Dead,2003,90.0
8144,Intolerable Cruelty,2003,100.0
8145,Kill Bill: Vol. 1,2003,111.0
8146,Dopamine,2003,79.0
8147,The Flower of Evil,2003,104.0
8148,Girls Will Be Girls,2003,79.0
8149,Porn Theater,2002,90.0
8150,Runaway Jury,2003,127.0
8151,The Texas Chainsaw Massacre,2003,98.0
8152,Pieces of April,2003,81.0
8153,Returner,2002,116.0
8154,Sylvia,2003,109.0
8155,Sylvia,1965,115.0
8156,Veronica Guerin,2003,98.0
8157,In the Cut,2003,119.0
8158,Beyond Borders,2003,127.0
8159,Radio,2003,109.0
8160,Scary Movie 3,2003,84.0
8161,Brother Bear,2003,85.0
8162,Elephant,2003,81.0
8163,Elephant,1989,39.0
8164,Gypsy 83,2001,94.0
8165,The Singing Detective,2003,109.0
8166,The Italian Job,2003,110.0
8167,The Italian Job,1969,99.0
8168,Impulse,1984,91.0
8169,Impulse,2008,101.0
8170,Impulse,1954,80.0
8171,Normal,2003,110.0
8172,Normal,2009,100.0
8173,Shoah,1985,566.0
8174,Unconditional Love,2002,124.0
8175,Sweet Sixteen,2002,106.0
8176,Sweet Sixteen,1983,90.0
8177,Alien from L.A.,1988,87.0
8178,Black Sunday,1960,87.0
8179,Black Sunday,1977,143.0
8180,Men of Respect,1990,113.0
8181,Interstate 60,2002,116.0
8182,Lipstick,1976,89.0
8183,Storyville,1992,113.0
8184,That was Then... This is Now,1985,102.0
8185,Holy Matrimony,1994,93.0
8186,Holy Matrimony,1943,87.0
8187,The Black Scorpion,1957,88.0
8188,The Eye,2002,98.0
8189,The Eye,2008,98.0
8190,Captain Kronos: Vampire Hunter,1974,91.0
8191,The Jolson Story,1946,128.0
8192,You'll Never Get Rich,1941,88.0
8193,Frankenstein and the Monster from Hell,1973,93.0
8194,Preaching to the Perverted,1997,100.0
8195,Chicago Joe and the Showgirl,1990,103.0
8196,The Magic Sword,1962,80.0
8197,Promised Land,1987,102.0
8198,Promised Land,2012,106.0
8199,Aparajito,1956,110.0
8200,The Hired Hand,1971,90.0
8201,Le Cercle Rouge,1970,140.0
8202,Man of Marble,1977,165.0
8203,Sherlock Holmes and the Voice of Terror,1942,65.0
8204,Sherlock Holmes Faces Death,1943,68.0
8205,Sherlock Holmes in Washington,1943,71.0
8206,The Solid Gold Cadillac,1956,99.0
8207,The Human Stain,2003,106.0
8208,"Die, Mommie, Die!",2003,90.0
8209,Dirt,2001,102.0
8210,Girlhood,2003,82.0
8211,Girlhood,2014,112.0
8212,Mail Order Bride,2003,84.0
8213,Mail Order Bride,1964,83.0
8214,Shattered Glass,2003,94.0
8215,Shattered Glass,2002,0.0
8216,Suspended Animation,2001,114.0
8217,The Matrix Revolutions,2003,129.0
8218,The Revolution Will Not Be Televised,2003,74.0
8219,Elf,2003,97.0
8220,Standard Time,2002,102.0
8221,Billabong Odyssey,2003,88.0
8222,Gloomy Sunday,1999,112.0
8223,In My Skin,2002,93.0
8224,Just an American Boy,2003,0.0
8225,Love Actually,2003,135.0
8226,Love Forbidden,2002,96.0
8227,Father of the Bride,1950,92.0
8228,Father of the Bride,1991,105.0
8229,My Architect,2003,116.0
8230,Looney Tunes: Back in Action,2003,90.0
8231,Master and Commander: The Far Side of the World,2003,138.0
8232,Tupac: Resurrection,2003,112.0
8233,The Big Empty,2003,94.0
8234,The Missing,2003,135.0
8235,The Cat in the Hat,2003,82.0
8236,The Cat in the Hat,1971,30.0
8237,Gothika,2003,98.0
8238,21 Grams,2003,124.0
8239,The Barbarian Invasions,2003,99.0
8240,Blue Gate Crossing,2002,85.0
8241,Bad Santa,2003,91.0
8242,The Haunted Mansion,2003,87.0
8243,Timeline,2003,116.0
8244,Marquis,1989,83.0
8245,Damage,1992,111.0
8246,OT: Our Town,2002,0.0
8247,Devil's Playground,2002,77.0
8248,Devil's Playground,2010,93.0
8249,Dance with a Stranger,1985,102.0
8250,Journeys with George,2002,79.0
8251,Darkman,1990,96.0
8252,Dead of Night,1945,103.0
8253,Dead of Night,1974,88.0
8254,Death Machine,1994,117.0
8255,The Last Battle,1983,90.0
8256,Desk Set,1957,103.0
8257,Europa,1991,112.0
8258,The Watermelon Woman,1996,90.0
8259,Final Analysis,1992,117.0
8260,The Freshman,1990,102.0
8261,The Freshman,1925,76.0
8262,Funny Games,1997,103.0
8263,Funny Games,2007,112.0
8264,Tales from the Crypt,1972,92.0
8265,New Jack City,1991,97.0
8266,Slacker,1990,97.0
8267,WarGames,1983,114.0
8268,Mr. Hobbs Takes a Vacation,1962,116.0
8269,Ordet,1955,126.0
8270,Forbidden Games,1952,86.0
8271,Jane Eyre,1996,112.0
8272,Jane Eyre,1943,97.0
8273,Jane Eyre,1971,110.0
8274,Jane Eyre,2011,120.0
8275,Jane Eyre,1983,239.0
8276,Jane Eyre,1997,108.0
8277,A Tale of Two Cities,1935,128.0
8278,A Tale of Two Cities,1958,115.0
8279,A Tale of Two Cities,1980,162.0
8280,The Passion of Joan of Arc,1928,110.0
8281,Ben-Hur: A Tale of the Christ,1925,143.0
8282,The Cabinet of Dr. Caligari,1920,78.0
8283,Broken Blossoms,1919,90.0
8284,Broken Blossoms,1936,84.0
8285,Gorky Park,1983,128.0
8286,The First Great Train Robbery,1979,110.0
8287,"Greystoke: The Legend of Tarzan, Lord of the Apes",1984,143.0
8288,Guarding Tess,1994,96.0
8289,Hannah and Her Sisters,1986,107.0
8290,The Hard Way,1991,111.0
8291,The Hard Way,1943,109.0
8292,Hercules in New York,1969,91.0
8293,Highlander II: The Quickening,1991,91.0
8294,Hoffa,1992,140.0
8295,House of Cards,1993,109.0
8296,House of Cards,1968,105.0
8297,Housesitter,1992,102.0
8298,Hudson Hawk,1991,100.0
8299,Invasion of the Body Snatchers,1956,80.0
8300,Invasion of the Body Snatchers,1978,115.0
8301,Mindwalk,1990,111.0
8302,Kafka,1991,98.0
8303,Kindergarten Cop,1990,111.0
8304,King Ralph,1991,97.0
8305,Knight Moves,1992,116.0
8306,The Last Boy Scout,1991,105.0
8307,Last Tango in Paris,1972,129.0
8308,Lorenzo's Oil,1992,135.0
8309,The Lover,1992,115.0
8310,Matador,1986,110.0
8311,Mr. Destiny,1990,110.0
8312,The Night of the Hunter,1955,93.0
8313,Nowhere to Run,1993,94.0
8314,Only the Lonely,1991,104.0
8315,Over the Top,1987,93.0
8316,Passenger 57,1992,84.0
8317,Presumed Innocent,1990,127.0
8318,Project X,1987,108.0
8319,Project X,2012,88.0
8320,Project X,1968,97.0
8321,Proof,1991,86.0
8322,Proof,2005,100.0
8323,Pure Luck,1991,96.0
8324,Battle Royale,2000,114.0
8325,The Wedding Banquet,1993,109.0
8326,"Salò, or the 120 Days of Sodom",1975,116.0
8327,A Midnight Clear,1992,108.0
8328,Summer School,1987,97.0
8329,Summer School,2006,89.0
8330,Summer School,1978,81.0
8331,Silverado,1985,127.0
8332,Quick Change,1990,89.0
8333,Rabid,1977,91.0
8334,Radio Flyer,1992,114.0
8335,The Real McCoy,1993,100.0
8336,The Real McCoy,1999,94.0
8337,Revenge,1990,123.0
8338,Revenge,1978,0.0
8339,Revenge,1989,100.0
8340,The Secret of My Success,1987,111.0
8341,Show Me Love,1998,89.0
8342,Streets of Fire,1984,93.0
8343,Teen Wolf,1985,91.0
8344,High Heels,1991,109.0
8345,Things You Can Tell Just by Looking at Her,1999,109.0
8346,Thunderheart,1992,119.0
8347,To Live and Die in L.A.,1985,116.0
8348,Trapped in Paradise,1994,111.0
8349,Betty Blue,1986,178.0
8350,Vivre Sa Vie,1962,85.0
8351,Wild at Heart,1990,124.0
8352,The Witches,1990,91.0
8353,The Witches,1967,105.0
8354,The Witches,1966,89.0
8355,The Witches of Eastwick,1987,118.0
8356,Year of the Dragon,1985,134.0
8357,Nothing to Lose,1994,0.0
8358,Nothing to Lose,1997,97.0
8359,Flying Down to Rio,1933,89.0
8360,Follow the Fleet,1936,110.0
8361,What's New Pussycat?,1965,108.0
8362,Mary of Scotland,1936,123.0
8363,Roberta,1935,106.0
8364,Little Women,1994,115.0
8365,Little Women,1933,115.0
8366,Little Women,1949,121.0
8367,Swing Time,1936,103.0
8368,The Public Enemy,1931,83.0
8369,A Midsummer Night's Dream,1999,116.0
8370,A Midsummer Night's Dream,1935,143.0
8371,A Midsummer Night's Dream,1968,124.0
8372,A Midsummer Night's Dream,2016,90.0
8373,Life with Father,1947,118.0
8374,National Velvet,1944,123.0
8375,Jesus Christ Superstar,1973,108.0
8376,Jesus Christ Superstar,2000,107.0
8377,Dark Victory,1939,104.0
8378,Birdman of Alcatraz,1962,147.0
8379,Aguirre: The Wrath of God,1972,93.0
8380,Beauty and the Beast,1991,84.0
8381,Beauty and the Beast,1946,96.0
8382,Beauty and the Beast,1962,77.0
8383,Beauty and the Beast,2009,90.0
8384,Beauty and the Beast,2014,112.0
8385,Beauty and the Beast,1987,94.0
8386,Beauty and the Beast,1978,83.0
8387,Beauty and the Beast,2017,129.0
8388,The Birth of a Nation,1915,193.0
8389,The Birth of a Nation,2016,120.0
8390,The Blue Kite,1994,140.0
8391,Juliet of the Spirits,1965,137.0
8392,Last Year at Marienbad,1961,95.0
8393,The Tragedy of Macbeth,1971,140.0
8394,Red River,1948,133.0
8395,A Woman Under the Influence,1974,155.0
8396,Stagecoach,1939,96.0
8397,Stagecoach,1966,115.0
8398,A Shot in the Dark,1964,102.0
8399,The Navigator,1924,59.0
8400,The Court Jester,1955,101.0
8401,Bullitt,1968,113.0
8402,Way Down East,1920,145.0
8403,Jezebel,1938,103.0
8404,The Hunchback of Notre Dame,1996,91.0
8405,The Hunchback of Notre Dame,1956,115.0
8406,The Hunchback of Notre Dame,1939,116.0
8407,The Hunchback of Notre Dame,1923,113.0
8408,42nd Street,1933,89.0
8409,I'm No Angel,1933,87.0
8410,That Touch of Mink,1962,99.0
8411,Sweet Dreams,1985,115.0
8412,Sweet Dreams,1981,105.0
8413,Sweet Dreams,2016,131.0
8414,"Play It Again, Sam",1972,85.0
8415,Send Me No Flowers,1964,100.0
8416,Pygmalion,1938,96.0
8417,A Passage to India,1984,163.0
8418,Black Orpheus,1959,100.0
8419,Amarcord,1973,123.0
8420,Hero,1992,117.0
8421,Hero,2002,99.0
8422,Hero,1983,173.0
8423,Horse Feathers,1932,68.0
8424,Anna Karenina,1997,108.0
8425,Anna Karenina,1935,95.0
8426,Anna Karenina,2012,130.0
8427,Anna Karenina,1948,139.0
8428,The Front Page,1974,105.0
8429,The Front Page,1931,101.0
8430,Attraction,2001,95.0
8431,Attraction,2017,130.0
8432,Looking for Mr. Goodbar,1977,135.0
8433,Rivers and Tides,2001,90.0
8434,The Girl from Paris,2001,103.0
8435,Seven Days to Noon,1950,94.0
8436,Nausicaä of the Valley of the Wind,1984,117.0
8437,CrissCross,1992,100.0
8438,Doc Hollywood,1991,104.0
8439,Dragnet,1987,106.0
8440,MadHouse,1990,90.0
8441,1941,1979,113.0
8442,A Shot at Glory,2000,104.0
8443,Black and White in Color,1976,90.0
8444,Foul Play,1978,116.0
8445,Crime Story,1993,103.0
8446,Beyond the Clouds,1995,112.0
8447,Blind Beast,1969,86.0
8448,Ryan's Daughter,1970,195.0
8449,Accident,1967,105.0
8450,Accident,2009,89.0
8451,Cabeza de Vaca,1991,111.0
8452,The Collector,1965,119.0
8453,The Collector,2009,88.0
8454,The Collector,2005,100.0
8455,The Collector,1997,98.0
8456,Deep Red,1975,126.0
8457,Diabolique,1996,107.0
8458,Diabolique,1955,116.0
8459,Leprechaun,1993,92.0
8460,Royal Space Force - The Wings Of Honneamise,1987,121.0
8461,Crazy People,1990,90.0
8462,Dark Wolf,2003,94.0
8463,Adam's Rib,1949,101.0
8464,King of Hearts,1966,102.0
8465,Naked Lunch,1991,115.0
8466,Grass,1999,80.0
8467,Spring Forward,1999,110.0
8468,The Killing of a Chinese Bookie,1976,135.0
8469,Run,1991,91.0
8470,Run,2013,106.0
8471,Run,2004,0.0
8472,Things to Come,1936,100.0
8473,Things to Come,2016,102.0
8474,Queen of Hearts,1989,112.0
8475,Darling,1965,128.0
8476,Darling,2007,94.0
8477,Darling,2007,94.0
8478,Darling,2015,78.0
8479,Darling,2010,152.0
8480,A Summer Place,1959,130.0
8481,A Night at the Opera,1935,96.0
8482,Metalstorm: The Destruction of Jared-Syn,1983,84.0
8483,The Element of Crime,1984,104.0
8484,Shoot the Piano Player,1960,82.0
8485,Stolen Kisses,1968,96.0
8486,The Cooler,2003,101.0
8487,El Bonaerense,2002,105.0
8488,In America,2003,105.0
8489,The Legend of Leigh Bowery,2002,83.0
8490,My Flesh and Blood,2003,83.0
8491,Honey,2003,94.0
8492,Honey,2010,103.0
8493,Honey,2013,96.0
8494,The Last Samurai,2003,154.0
8495,Forget Baghdad: Jews and Arabs - The Iraqi Connection,2002,0.0
8496,What Alice Found,2003,96.0
8497,Big Fish,2003,125.0
8498,Love Don't Cost a Thing,2003,105.0
8499,Something's Gotta Give,2003,128.0
8500,Stuck on You,2003,118.0
8501,Girl with a Pearl Earring,2003,101.0
8502,The Statement,2003,120.0
8503,The Lord of the Rings: The Return of the King,2003,201.0
8504,Mona Lisa Smile,2003,117.0
8505,Calendar Girls,2003,108.0
8506,The Fog of War,2003,95.0
8507,The Hebrew Hammer,2003,85.0
8508,House of Sand and Fog,2003,126.0
8509,Two Men Went To War,2002,109.0
8510,Monster,2003,110.0
8511,Monster,2008,86.0
8512,Monster,2014,113.0
8513,Cheaper by the Dozen,2003,98.0
8514,Cheaper by the Dozen,1950,85.0
8515,Cold Mountain,2003,154.0
8516,Paycheck,2003,119.0
8517,Peter Pan,1953,77.0
8518,Peter Pan,2003,113.0
8519,Peter Pan,1960,100.0
8520,Peter Pan,2000,104.0
8521,Peter Pan,1924,105.0
8522,The Company,2003,112.0
8523,Young Black Stallion,2003,49.0
8524,Japanese Story,2003,110.0
8525,Secret Things,2002,115.0
8526,Chasing Liberty,2004,111.0
8527,My Baby's Daddy,2004,86.0
8528,Aileen: Life and Death of a Serial Killer,2003,89.0
8529,Distant,2002,110.0
8530,Along Came Polly,2004,90.0
8531,Teacher's Pet,2004,74.0
8532,Teacher's Pet,1958,120.0
8533,Torque,2004,84.0
8534,Crimson Gold,2003,95.0
8535,Osama,2003,83.0
8536,The Great Gatsby,1974,144.0
8537,The Great Gatsby,1949,91.0
8538,The Great Gatsby,2013,143.0
8539,The Great Gatsby,1926,80.0
8540,Wuthering Heights,1970,104.0
8541,Wuthering Heights,1992,105.0
8542,Wuthering Heights,1939,104.0
8543,Wuthering Heights,2011,129.0
8544,Wuthering Heights,2009,142.0
8545,Wuthering Heights,2003,90.0
8546,Odds Against Tomorrow,1959,96.0
8547,Ship of Fools,1965,149.0
8548,Lord Love a Duck,1966,105.0
8549,There's a Girl in My Soup,1970,95.0
8550,This Property Is Condemned,1966,110.0
8551,Real Men,1987,85.0
8552,Once Upon a Crime,1992,94.0
8553,Beyond Therapy,1987,93.0
8554,Buster,1988,102.0
8555,"Car 54, Where Are You?",1994,89.0
8556,Jane Eyre,1996,112.0
8557,Jane Eyre,1943,97.0
8558,Jane Eyre,1971,110.0
8559,Jane Eyre,2011,120.0
8560,Jane Eyre,1983,239.0
8561,Jane Eyre,1997,108.0
8562,Blame It on the Bellboy,1992,78.0
8563,Only the Strong,1993,99.0
8564,The Adventures of Ford Fairlane,1990,104.0
8565,Bonjour Tristesse,1958,94.0
8566,The Enforcer,1976,96.0
8567,The Enforcer,1951,87.0
8568,The Enforcer,1995,104.0
8569,The Men,1950,85.0
8570,Ransom,1996,117.0
8571,Ransom,1975,89.0
8572,The Pick-up Artist,1987,81.0
8573,Melvin Goes to Dinner,2003,83.0
8574,The Court-Martial of Billy Mitchell,1955,100.0
8575,Crime Spree,2003,98.0
8576,Beyond Re-Animator,2003,95.0
8577,Final Cut,1998,93.0
8578,Hells Angels on Wheels,1967,95.0
8579,The Wind and the Lion,1975,119.0
8580,Mon oncle,1958,110.0
8581,Where the Boys Are,1960,99.0
8582,Dr. Jekyll and Mr. Hyde,1941,113.0
8583,Dr. Jekyll and Mr. Hyde,1931,98.0
8584,Dr. Jekyll and Mr. Hyde,1920,67.0
8585,Dr. Jekyll and Mr. Hyde,2008,89.0
8586,Monsieur  Hulot's Holiday,1953,84.0
8587,My Darling Clementine,1946,97.0
8588,People Will Talk,1951,110.0
8589,I Was a Male War Bride,1949,105.0
8590,Divorce American Style,1967,109.0
8591,Kiss Them for Me,1957,105.0
8592,To Have and Have Not,1944,100.0
8593,High Sierra,1941,100.0
8594,Dark Passage,1947,106.0
8595,The Ox-Bow Incident,1943,75.0
8596,They Drive by Night,1940,95.0
8597,Micki & Maude,1984,118.0
8598,Platinum Blonde,1931,90.0
8599,Reefer Madness,1936,66.0
8600,D.O.A.,1988,96.0
8601,D.O.A.,1980,95.0
8602,D.O.A.,1950,83.0
8603,The Boy with Green Hair,1948,82.0
8604,Pumping Iron,1977,85.0
8605,No Good Deed,2002,97.0
8606,No Good Deed,2014,83.0
8607,The Trouble with Angels,1966,112.0
8608,Cool World,1992,102.0
8609,Money for Nothing,1993,100.0
8610,The Silencers,1966,102.0
8611,"Where Angels Go, Trouble Follows",1968,93.0
8612,Heat and Dust,1983,133.0
8613,Mesmerized,1985,97.0
8614,La Strada,1954,104.0
8615,Ichi the Killer,2001,129.0
8616,A Boy and His Dog,1975,91.0
8617,The Last Tycoon,1976,123.0
8618,The Last Tycoon,2012,118.0
8619,Ashes and Diamonds,1958,103.0
8620,Marooned,1969,134.0
8621,King David,1985,114.0
8622,Kanał,1957,91.0
8623,Cat Chaser,1989,90.0
8624,Intolerance: Love's Struggle Throughout the Ages,1916,197.0
8625,The Beast of Yucca Flats,1961,54.0
8626,Tormented,1960,75.0
8627,Tormented,2009,91.0
8628,Tormented,2011,83.0
8629,The Violent Years,1956,65.0
8630,Chitty Chitty Bang Bang,1968,144.0
8631,The Legend of Suriyothai,2001,185.0
8632,Plaza Suite,1971,114.0
8633,The Out of Towners,1970,98.0
8634,Where the Day Takes You,1992,105.0
8635,The Three Stooges in Orbit,1962,90.0
8636,It,1927,72.0
8637,The Butterfly Effect,2004,113.0
8638,Win a Date with Tad Hamilton!,2004,95.0
8639,Touching the Void,2003,106.0
8640,The Big Bounce,2004,88.0
8641,The Perfect Score,2004,93.0
8642,You Got Served,2004,95.0
8643,Latter Days,2003,107.0
8644,Barbershop 2:  Back in Business,2004,106.0
8645,Catch That Kid,2004,92.0
8646,Miracle,2004,135.0
8647,An Amazing Couple,2002,97.0
8648,The Dreamers,2003,115.0
8649,The Lost Skeleton of Cadavra,2001,90.0
8650,Who's the Man?,1993,85.0
8651,Love at Large,1990,97.0
8652,Hangin' With The Homeboys,1991,88.0
8653,Sleep with Me,1994,86.0
8654,Just Between Friends,1986,110.0
8655,Super Fly,1972,93.0
8656,A Piece of the Action,1977,135.0
8657,Let's Do It Again,1975,110.0
8658,Uptown Saturday Night,1974,104.0
8659,Hell's Kitchen,1998,95.0
8660,The Innocent,1993,119.0
8661,The Innocent,1976,125.0
8662,Daddy and Them,2001,101.0
8663,The Wilby Conspiracy,1975,105.0
8664,Blacula,1972,93.0
8665,Scream Blacula Scream,1973,96.0
8666,Da Hip Hop Witch,2000,90.0
8667,Swing Shift,1984,100.0
8668,Trespass,1992,101.0
8669,Trespass,2011,91.0
8670,Thirteen,2003,100.0
8671,Simple Men,1992,105.0
8672,The Sailor Who Fell from Grace with the Sea,1976,105.0
8673,Foolish Wives,1922,117.0
8674,"Silent Night, Bloody Night",1972,85.0
8675,The Sin of Harold Diddlebock,1947,89.0
8676,Pontiac Moon,1994,113.0
8677,Best Defense,1984,94.0
8678,50 First Dates,2004,99.0
8679,Welcome to Mooseport,2004,110.0
8680,After Life,1998,118.0
8681,After Life,2002,123.0
8682,Face,2002,0.0
8683,Face,1997,105.0
8684,Face,2009,138.0
8685,Kitchen Stories,2003,95.0
8686,The Code,2002,116.0
8687,Monsieur Ibrahim,2003,94.0
8688,Vanishing Point,1971,99.0
8689,Diary of a Country Priest,1951,115.0
8690,The Thief of Bagdad,1940,106.0
8691,The Thief of Bagdad,1924,149.0
8692,The Diary of Anne Frank,1959,180.0
8693,The Diary of Anne Frank,2009,100.0
8694,The Diary of Anne Frank,1980,109.0
8695,The Diary of Anne Frank,1995,102.0
8696,Allegro non troppo,1976,85.0
8697,Black Widow,1987,102.0
8698,Black Widow,1954,95.0
8699,Black Widow,2008,85.0
8700,Herod's Law,1999,120.0
8701,Flesh + Blood,1985,126.0
8702,King Solomon's Mines,1937,80.0
8703,King Solomon's Mines,1985,100.0
8704,King Solomon's Mines,1950,103.0
8705,King Solomon's Mines,2004,173.0
8706,The Black Pirate,1926,94.0
8707,Raw Deal,1948,79.0
8708,Raw Deal,1986,106.0
8709,"Goodbye, Mr. Chips",1939,114.0
8710,"Goodbye, Mr. Chips",1969,155.0
8711,"Follow Me, Boys!",1966,131.0
8712,Fire Birds,1990,85.0
