,name,movie_title,release_date,budget,revenue,return
2196,Martin Lawrence,Martin Lawrence Live: Runteldat,2002-08-01,3000000.0,19184015.0,6.39
2197,David Raynr,Martin Lawrence Live: Runteldat,2002-08-01,3000000.0,19184015.0,6.39
2198,Ron Underwood,The Adventures of Pluto Nash,2002-08-15,100000000.0,7103973.0,0.07
2199,John Stockwell,Blue Crush,2002-08-08,25000000.0,51842679.0,2.07
2200,Kim Ki-duk,The Isle,2000-04-22,50000.0,21075.0,0.42
2201,Neil LaBute,Possession,2002-10-02,25000000.0,10113733.0,0.4
2202,Mark Romanek,One Hour Photo,2002-08-21,12000000.0,52223306.0,4.35
2203,Reginald Hudlin,Serving Sara,2002-08-20,29000000.0,16930185.0,0.58
2204,Walter Hill,Undisputed,2002-08-23,20000000.0,12398628.0,0.62
2205,Desmond Davis,Clash of the Titans,1981-03-15,15000000.0,41092328.0,2.74
2206,Louis Leterrier,Clash of the Titans,2010-04-01,125000000.0,232713139.0,1.86
2207,Jim Abrahams,Hot Shots!,1991-07-31,26000000.0,181096164.0,6.97
2208,Deepa Mehta,Camilla,1994-11-25,8500000.0,250993.0,0.03
2209,Paul Mazursky,Down and Out in Beverly Hills,1986-01-31,14000000.0,62134225.0,4.44
2210,Robert D. Webb,Love Me Tender,1956-11-15,1000000.0,9000000.0,9.0
2211,Michael Wadleigh,Wolfen,1981-07-24,17000000.0,10626725.0,0.63
2212,William Malone,FearDotCom,2002-08-09,40000000.0,18902015.0,0.47
2213,Michael Caton-Jones,City By The Sea,2002-09-06,40000000.0,22433915.0,0.56
2214,John Polson,Swimfan,2002-09-06,8500000.0,34411240.0,4.05
2215,Dennis Iliadis,The Last House on the Left,2009-03-13,15000000.0,32721635.0,2.18
2216,Tim Story,Barbershop,2002-04-01,12000000.0,75781642.0,6.32
2217,Louis Leterrier,The Transporter,2002-10-02,21000000.0,43928932.0,2.09
2218,Corey Yuen Kwai,The Transporter,2002-10-02,21000000.0,43928932.0,2.09
2219,Burr Steers,Igby Goes Down,2002-09-13,9000000.0,4777465.0,0.53
2220,Thom Eberhardt,Captain Ron,1992-09-18,24000000.0,22518097.0,0.94
2221,Wes Craven,The Hills Have Eyes,1977-07-22,230000.0,25000000.0,108.7
2222,Alexandre Aja,The Hills Have Eyes,2006-03-10,15000000.0,69623713.0,4.64
2223,Patrick Read Johnson,Spaced Invaders,1990-04-27,3000000.0,15369573.0,5.12
2224,Wych Kaosayananda,Ballistic: Ecks vs. Sever,2002-09-20,70000000.0,19924033.0,0.28
2225,Shekhar Kapur,The Four Feathers,2002-09-08,35000000.0,29882645.0,0.85
2226,Luis Mandoki,Trapped,2002-09-20,30000000.0,6916869.0,0.23
2227,Steven Shainberg,Secretary,2002-01-11,4000000.0,9304609.0,2.33
2228,Hayao Miyazaki,Spirited Away,2001-07-20,15000000.0,274925095.0,18.33
2229,Andy Tennant,Sweet Home Alabama,2002-09-26,30000000.0,180622424.0,6.02
2230,Ralph Nelson,Charly,1968-09-23,950000.0,814666.0,0.86
2231,Brad Silberling,Moonlight Mile,2002-09-09,21000000.0,10011050.0,0.48
2232,Brett Ratner,Red Dragon,2002-09-29,78000000.0,209196298.0,2.68
2233,Godfrey Reggio,Powaqqatsi,1988-04-29,2500000.0,589244.0,0.24
2234,Miloš Forman,Valmont,1989-11-17,33000000.0,1132112.0,0.03
2235,Nicole Conn,Claire of the Moon,1992-09-18,130000.0,799674.0,6.15
2236,Tony Scott,The Fan,1996-08-15,55000000.0,18626419.0,0.34
2237,Rick Famuyiwa,Brown Sugar,2002-10-05,8000000.0,27362712.0,3.42
2238,Brian Koppelman,Knockaround Guys,2001-09-07,15000000.0,12000000.0,0.8
2239,David Levien,Knockaround Guys,2001-09-07,15000000.0,12000000.0,0.8
2240,Jay Russell,Tuck Everlasting,2002-10-11,15000000.0,19158074.0,1.28
2241,Michael Moore,Bowling for Columbine,2002-10-09,4000000.0,35564473.0,8.89
2242,Paul Thomas Anderson,Punch-Drunk Love,2002-10-25,25000000.0,17000000.0,0.68
2243,Guy Ritchie,Swept Away,2002-10-11,10000000.0,598645.0,0.06
2244,Stephen Gaghan,Abandon,2002-10-14,25000000.0,10719357.0,0.43
2245,Ronny Yu,The 51st State,2001-12-07,28.0,14.0,0.5
2246,Gore Verbinski,The Ring,2002-10-18,48000000.0,249348933.0,5.19
2247,Paul Schrader,Auto Focus,2002-10-18,7000000.0,2062066.0,0.29
2248,Adam Marcus,Jason Goes to Hell: The Final Friday,1993-08-13,3000000.0,15938065.0,5.31
2249,Simon West,The Mechanic,2011-01-13,40000000.0,51070807.0,1.28
2250,John Badham,Saturday Night Fever,1977-12-16,3500000.0,237113184.0,67.75
2251,Sylvester Stallone,Staying Alive,1983-07-11,22000000.0,64892670.0,2.95
2252,James Goldstone,When Time Ran Out...,1980-03-28,20000000.0,3763988.0,0.19
2253,Robert Greenwald,Xanadu,1980-08-08,20000000.0,22471595.0,1.12
2254,Sydney Pollack,Absence of Malice,1981-12-18,12000000.0,40716963.0,3.39
2255,Charles Jarrott,The Amateur,1981-12-11,10000000.0,6892098.0,0.69
2256,Brian De Palma,Blow Out,1981-07-24,18000000.0,12000000.0,0.67
2257,José Luis Cuerda,Butterfly,1999-09-24,3000000.0,6000000.0,2.0
2258,Gary Sherman,Dead & Buried,1981-05-29,3000000.0,216166.0,0.07
2259,Shana Feste,Endless Love,2014-02-12,20000000.0,34077920.0,1.7
2260,Peter Weir,Gallipoli,1981-08-13,3000000.0,11740000.0,3.91
2261,Geoff Murphy,Goodbye Pork Pie,1981-02-05,300000.0,1400000.0,4.67
2262,Oliver Stone,The Hand,1981-04-24,6500000.0,566736.0,0.09
2263,Allan Arkush,Heartbeeps,1981-12-18,10000000.0,2154696.0,0.22
2264,William A. Fraker,The Legend of the Lone Ranger,1981-08-20,18000000.0,2945600.0,0.16
2265,Patrick Lussier,My Bloody Valentine,2009-01-16,15000000.0,100734718.0,6.72
2266,John G. Avildsen,Neighbors,1981-12-18,8500000.0,29916207.0,3.52
2267,Nicholas Stoller,Neighbors,2014-05-08,18000000.0,268157400.0,14.9
2268,Herbert Ross,Pennies from Heaven,1981-12-11,22000000.0,9171289.0,0.42
2269,Alan Myerson,Private Lessons,1981-08-21,2800000.0,26279000.0,9.39
2270,Steve Beck,Ghost Ship,2002-10-25,35000000.0,68349884.0,1.95
2271,Jeff Tremaine,Jackass: The Movie,2002-10-21,5000000.0,64282312.0,12.86
2272,Julie Taymor,Frida,2002-08-29,12000000.0,56298474.0,4.69
2273,John Huston,Casino Royale,1967-04-13,12000000.0,41744718.0,3.48
2274,Robert Parrish,Casino Royale,1967-04-13,12000000.0,41744718.0,3.48
2275,Val Guest,Casino Royale,1967-04-13,12000000.0,41744718.0,3.48
2276,Joseph McGrath,Casino Royale,1967-04-13,12000000.0,41744718.0,3.48
2277,Ken Hughes,Casino Royale,1967-04-13,12000000.0,41744718.0,3.48
2278,Martin Campbell,Casino Royale,2006-11-14,150000000.0,599045960.0,3.99
2279,Otto Preminger,Exodus,1960-03-27,4000000.0,21750000.0,5.44
2280,Betty Thomas,I Spy,2002-10-31,70000000.0,33561137.0,0.48
2281,Michael Lembeck,The Santa Clause 2,2002-10-31,65000000.0,172855065.0,2.66
2282,Kathryn Bigelow,The Weight of Water,2000-09-25,16000000.0,109130.0,0.01
2283,Brian De Palma,Femme Fatale,2002-11-06,35000000.0,16838910.0,0.48
2284,Curtis Hanson,8 Mile,2002-11-08,41000000.0,215000000.0,5.24
2285,Todd Haynes,Far from Heaven,2002-09-01,13500000.0,29027914.0,2.15
2286,Chris Columbus,Harry Potter and the Chamber of Secrets,2002-11-13,100000000.0,876688482.0,8.77
2287,Paul Gross,Men with Brooms,2002-09-20,7500000.0,4245870.0,0.57
2288,William A. Graham,Return to the Blue Lagoon,1991-08-02,11000000.0,2807854.0,0.26
2289,Richard Franklin,Roadgames,1981-06-26,1750000.0,100000.0,0.06
2290,David Cronenberg,Scanners,1981-01-14,4100000.0,14225876.0,3.47
2291,Franklin J. Schaffner,Sphinx,1981-02-11,14000000.0,439564.0,0.03
2292,Andrew Solt,This Is Elvis,1981-04-04,5000000.0,2028612.0,0.41
2293,Malcolm Leo,This Is Elvis,1981-04-04,5000000.0,2028612.0,0.41
2294,Lee Tamahori,Die Another Day,2002-11-17,140000000.0,431971116.0,3.09
2295,Marcus Raboy,Friday After Next,2002-11-22,20000000.0,33526835.0,1.68
2296,Phillip Noyce,The Quiet American,2002-11-22,30000000.0,27674124.0,0.92
2297,Pedro Almodóvar,Talk to Her,2002-03-14,9285469.0,51001550.0,5.49
2298,Christian Duguay,Extreme Ops,2002-11-27,40000000.0,10959475.0,0.27
2299,Steven Soderbergh,Solaris,2002-11-27,47000000.0,30002758.0,0.64
2300,Ron Clements,Treasure Planet,2002-11-26,140000000.0,109578115.0,0.78
2301,John Musker,Treasure Planet,2002-11-26,140000000.0,109578115.0,0.78
2302,Takeshi Kitano,Brother,2000-09-09,12000000.0,15250000.0,1.27
2303,Steven R. Monroe,I Spit on Your Grave,2010-06-17,2000000.0,572809.0,0.29
2304,Albert Pyun,The Sword and the Sorcerer,1982-04-01,4000000.0,39103425.0,9.78
2305,Cy Endfield,Zulu,1964-01-22,3500000.0,8000000.0,2.29
2306,Harold Ramis,Analyze That,2002-12-06,60000000.0,55003135.0,0.92
2307,Franc. Reyes,Empire,2002-12-06,4000000.0,18591272.0,4.65
2308,Spike Jonze,Adaptation.,2002-12-06,19000000.0,32801173.0,1.73
2309,Kurt Wimmer,Equilibrium,2002-12-06,20000000.0,5359645.0,0.27
2310,John Huston,Escape to Victory,1981-06-17,10000000.0,27453418.0,2.75
2311,Jack Sholder,Alone in the Dark,1982-11-12,20000000.0,8178569.0,0.41
2312,Uwe Boll,Alone in the Dark,2005-01-28,20000000.0,10442808.0,0.52
2313,Colin Higgins,The Best Little Whorehouse in Texas,1982-07-23,35000000.0,69701637.0,1.99
2314,Robert Altman,"Come Back to the 5 & Dime, Jimmy Dean, Jimmy Dean",1982-11-12,850000.0,840000.0,0.99
2315,Charles Stone III,Drumline,2002-12-13,20000000.0,57588485.0,2.88
2316,Wayne Wang,Maid in Manhattan,2002-12-13,55000000.0,154906693.0,2.82
2317,Stuart Baird,Star Trek: Nemesis,2002-12-13,60000000.0,67312826.0,1.12
2318,Alexander Payne,About Schmidt,2002-12-13,30000000.0,105834556.0,3.53
2319,Peter Jackson,The Lord of the Rings: The Two Towers,2002-12-18,79000000.0,926287400.0,11.73
2320,Spike Lee,25th Hour,2002-12-16,15000000.0,13060843.0,0.87
2321,Denzel Washington,Antwone Fisher,2002-12-19,12500000.0,23367586.0,1.87
2322,Martin Scorsese,Gangs of New York,2002-12-14,100000000.0,193772504.0,1.94
2323,Marc Lawrence,Two Weeks Notice,2002-12-19,60000000.0,93354918.0,1.56
2324,Joe Carnahan,Narc,2002-01-14,6500000.0,12633747.0,1.94
2325,Uli Edel,Body of Evidence,1993-01-15,30000000.0,13273595.0,0.44
2326,Henry Hathaway,Legend of the Lost,1957-12-17,1750000.0,2200000.0,1.26
2327,Josh Becker,Running Time,1997-12-18,130000.0,1596.0,0.01
2328,Raoul Walsh,The Thief of Bagdad,1924-03-18,1135654.0,1213880.0,1.07
2329,King Vidor,War and Peace,1956-08-21,6000000.0,12500000.0,2.08
2330,Glen Morgan,Black Christmas,2006-12-25,9000000.0,21510851.0,2.39
2331,Tobe Hooper,Invaders from Mars,1986-01-01,12000000.0,4884663.0,0.41
2332,Steven Spielberg,Catch Me If You Can,2002-12-25,52000000.0,352114312.0,6.77
2333,Hamilton Luske,Pinocchio,1940-02-23,2600000.0,84300000.0,32.42
2334,Ben Sharpsteen,Pinocchio,1940-02-23,2600000.0,84300000.0,32.42
2335,Roberto Benigni,Pinocchio,2002-12-25,40000000.0,41323171.0,1.03
2336,Rob Marshall,Chicago,2002-12-26,45000000.0,306776732.0,6.82
2337,Stephen Daldry,The Hours,2002-12-27,25000000.0,41597830.0,1.66
2338,Boaz Yakin,Max,2015-06-26,20000000.0,43967255.0,2.2
2339,Roman Polanski,The Pianist,2002-09-24,35000000.0,120072577.0,3.43
2340,George Clooney,Confessions of a Dangerous Mind,2002-12-30,30000000.0,33013805.0,1.1
2341,George Clooney,Confessions of a Dangerous Mind,2002-12-30,30000000.0,33013805.0,1.1
2342,George Clooney,Confessions of a Dangerous Mind,2002-12-30,30000000.0,33013805.0,1.1
2343,George Clooney,Confessions of a Dangerous Mind,2002-12-30,30000000.0,33013805.0,1.1
2344,Shawn Levy,Just Married,2003-01-09,18000000.0,101564935.0,5.64
2345,Chris Koch,A Guy Thing,2003-01-17,20000000.0,17432163.0,0.87
2346,Fernando Meirelles,City of God,2002-02-05,3300000.0,30641770.0,9.29
2347,Kátia Lund,City of God,2002-02-05,3300000.0,30641770.0,9.29
2348,Jean-Luc Godard,Band of Outsiders,1964-08-05,120000.0,182857.0,1.52
2349,Blake Edwards,Blind Date,1987-03-27,18000000.0,39321715.0,2.18
2350,Reggie Rock Bythewood,Biker Boyz,2003-01-31,24000000.0,23510601.0,0.98
2351,David R. Ellis,Final Destination 2,2003-01-31,26000000.0,90426405.0,3.48
2352,Lucky McKee,May,2002-01-13,500000.0,150277.0,0.3
2353,Clint Eastwood,Firefox,1982-06-13,18000000.0,70687344.0,3.93
2354,Mary Agnes Donoghue,Paradise,1991-09-18,34000000.0,18634643.0,0.55
2355,John Hillcoat,The Road,2009-11-25,32000000.0,27635305.0,0.86
2356,Donald Petrie,How to Lose a Guy in 10 Days,2003-02-07,50000000.0,177371441.0,3.55
2357,David Dobkin,Shanghai Knights,2003-02-06,50000000.0,88323487.0,1.77
2358,Mark Steven Johnson,Daredevil,2003-02-14,78000000.0,179179718.0,2.3
2359,Steve Trenbirth,The Jungle Book 2,2003-02-07,20000000.0,135680000.0,6.78
2360,Nick Castle,Dennis the Menace,1993-06-23,35000000.0,117270765.0,3.35
2361,J. Lee Thompson,10 to Midnight,1983-03-11,4520000.0,7175592.0,1.59
2362,Carroll Ballard,The Black Stallion,1979-10-17,2700000.0,37799643.0,14.0
2363,Charlie Chaplin,A Countess from Hong Kong,1967-01-05,3500000.0,2000000.0,0.57
2364,Guy Green,A Patch of Blue,1965-12-10,800000.0,6792000.0,8.49
2365,Mike Hodges,A Prayer for the Dying,1987-09-11,6000000.0,1432687.0,0.24
2366,Ron Shelton,Dark Blue,2002-12-14,15000000.0,9237470.0,0.62
2367,Ronald F. Maxwell,Gods and Generals,2003-02-21,56000000.0,12923936.0,0.23
2368,Alan Parker,The Life of David Gale,2003-02-21,50000000.0,38955598.0,0.78
2369,Todd Phillips,Old School,2003-02-21,24000000.0,87055349.0,3.63
2370,Andrzej Bartkowiak,Cradle 2 the Grave,2003-02-28,25000000.0,56489558.0,2.26
2371,Adam Shankman,Bringing Down the House,2003-03-07,20000000.0,132675402.0,6.63
2372,Antoine Fuqua,Tears of the Sun,2003-03-07,70000000.0,85632458.0,1.22
2373,Gurinder Chadha,Bend It Like Beckham,2002-04-11,3500159.0,76578641.0,21.88
2374,William Friedkin,The Hunted,2003-03-11,55000000.0,34234008.0,0.62
2375,Nicholas Ray,King of Kings,1961-10-11,5037000.0,14483352.0,2.88
2376,Eric Brevig,Journey to the Center of the Earth,2008-07-10,45000000.0,101702060.0,2.26
2377,Hideo Nakata,Ringu,1998-01-31,1200000.0,8690429.0,7.24
2378,Hideo Nakata,Ringu 2,1999-01-23,6000000.0,18686644.0,3.11
2379,Bob Fosse,Sweet Charity,1969-01-01,8000000.0,20000000.0,2.5
2380,Mort Nathan,Boat Trip,2002-10-01,20000000.0,8586376.0,0.43
2381,Lawrence Kasdan,Dreamcatcher,2003-03-21,68000000.0,75715436.0,1.11
2382,Henry Koster,The Robe,1953-09-16,4100000.0,36000000.0,8.78
2383,Carroll Ballard,Wind,1992-09-11,29000000.0,5519569.0,0.19
2384,John McTiernan,Basic,2003-04-18,50000000.0,42792561.0,0.86
2385,Jon Amiel,The Core,2003-03-28,60000000.0,74208267.0,1.24
2386,Peter Sollett,Raising Victor Vargas,2002-05-16,800000.0,2816116.0,3.52
2387,F. Gary Gray,A Man Apart,2003-04-04,36000000.0,44350926.0,1.23
2388,Joel Schumacher,Phone Booth,2002-09-09,13000000.0,97837138.0,7.53
2389,Ed Solomon,Levity,2003-03-16,7500000.0,209151.0,0.03
2390,Peter Segal,Anger Management,2003-04-11,75000000.0,195745823.0,2.61
2391,James Cameron,Ghosts of the Abyss,2003-04-10,13000000.0,17040871.0,1.31
2392,Rob Zombie,House of 1000 Corpses,2003-04-11,7000000.0,16829545.0,2.4
2393,Christopher Guest,A Mighty Wind,2003-04-16,6000000.0,18750246.0,3.13
2394,Jacques Perrin,Winged Migration,2001-12-12,35866397.0,20217080.0,0.56
2395,Sam Peckinpah,Straw Dogs,1971-12-29,2200000.0,3251794.0,1.48
2396,Rod Lurie,Straw Dogs,2011-09-16,25000000.0,10324441.0,0.41
2397,Robert Wise,The Andromeda Strain,1971-03-12,6500000.0,12376563.0,1.9
2398,Mitch Davis,The Other Side of Heaven,2001-04-12,7000000.0,4720371.0,0.67
2399,Sidney Lumet,The Wiz,1978-10-24,24000000.0,21049053.0,0.88
2400,Jerry Rees,The Marrying Man,1991-04-05,26000000.0,12454768.0,0.48
2401,Paul Mazursky,Scenes from a Mall,1991-02-22,3000000.0,9563393.0,3.19
2402,James Mangold,Identity,2003-04-25,30000000.0,90259536.0,3.01
2403,Andrei Konchalovsky,House of Fools,2002-12-06,2500000.0,57862.0,0.02
2404,Alfred Hitchcock,Spellbound,1945-12-28,1500000.0,7000000.0,4.67
2405,Jim Fall,The Lizzie McGuire Movie,2003-04-25,17000000.0,55534455.0,3.27
2406,Bryan Singer,X2,2003-04-24,110000000.0,407711549.0,3.71
2407,Karen Moncrieff,Blue Car,2002-01-11,1000000.0,464000.0,0.46
2408,Steve Carr,Daddy Day Care,2003-05-03,60000000.0,164433867.0,2.74
2409,Lilly Wachowski,The Matrix Reloaded,2003-05-15,150000000.0,738599701.0,4.92
2410,Lana Wachowski,The Matrix Reloaded,2003-05-15,150000000.0,738599701.0,4.92
2411,Peyton Reed,Down with Love,2003-05-08,35000000.0,20298207.0,0.58
2412,Cédric Klapisch,The Spanish Apartment,2002-05-17,5300000.0,3897799.0,0.74
2413,Tom Shadyac,Bruce Almighty,2003-05-23,80000000.0,484572835.0,6.06
2414,Arthur Hiller,The In-Laws,1979-06-15,9000000.0,38200000.0,4.24
2415,Andrew Stanton,Finding Nemo,2003-05-30,94000000.0,940335536.0,10.0
2416,F. Gary Gray,The Italian Job,2003-05-30,60000000.0,176070171.0,2.93
2417,Rob Schmidt,Wrong Turn,2003-05-30,12600000.0,28650575.0,2.27
2418,John Singleton,2 Fast 2 Furious,2003-06-05,76000000.0,236350661.0,3.11
2419,Niki Caro,Whale Rider,2003-01-30,8000000.0,41400000.0,5.18
2420,Breck Eisner,The Crazies,2010-02-26,20000000.0,54956140.0,2.75
2421,John Landis,Oscar,1991-04-26,35000000.0,23562716.0,0.67
2422,Joel Coen,Barton Fink,1991-08-01,9000000.0,6153939.0,0.68
2423,Wolfgang Petersen,Shattered,1991-10-11,22000000.0,11511031.0,0.52
2424,Matt Williams,Where the Heart Is,2000-04-27,15000000.0,33771174.0,2.25
2425,Troy Miller,Dumb and Dumberer: When Harry Met Lloyd,2003-06-13,19000000.0,39267515.0,2.07
2426,Robert Iscove,From Justin to Kelly,2003-06-20,12000000.0,4922166.0,0.41
2427,Ron Shelton,Hollywood Homicide,2003-06-09,75000000.0,51142659.0,0.68
2428,Rob Reiner,Alex & Emma,2003-06-16,30000000.0,15368897.0,0.51
2429,Danny Boyle,28 Days Later,2002-10-31,5000000.0,82719885.0,16.54
2430,McG,Charlie's Angels: Full Throttle,2003-06-27,120000000.0,259175788.0,2.16
2431,Michael Steinberg,"Bodies, Rest & Motion",1993-01-10,2500000.0,764083.0,0.31
2432,Gary Goldman,Anastasia,1997-11-20,53000000.0,139804348.0,2.64
2433,Don Bluth,Anastasia,1997-11-20,53000000.0,139804348.0,2.64
2434,Dean Parisot,Fun with Dick and Jane,2005-12-21,100000000.0,202026112.0,2.02
2435,Jules Dassin,Never on Sunday,1960-05-24,151000.0,8000000.0,52.98
2436,George Sidney,Scaramouche,1952-05-08,3005000.0,6746000.0,2.24
2437,Ang Lee,Hulk,2003-06-19,137000000.0,245360480.0,1.79
2438,Charles Herman-Wurmfeld,"Legally Blonde 2: Red, White & Blonde",2003-07-02,45000000.0,124914842.0,2.78
2439,Tim Johnson,Sinbad: Legend of the Seven Seas,2003-07-02,60000000.0,26288320.0,0.44
2440,Patrick Gilmore,Sinbad: Legend of the Seven Seas,2003-07-02,60000000.0,26288320.0,0.44
2441,Jonathan Mostow,Terminator 3: Rise of the Machines,2003-07-02,200000000.0,435000000.0,2.17
2442,François Ozon,Swimming Pool,2003-05-18,7800000.0,22441323.0,2.88
2443,Gore Verbinski,Pirates of the Caribbean: The Curse of the Black Pearl,2003-07-09,140000000.0,655011224.0,4.68
2444,Stephen Norrington,The League of Extraordinary Gentlemen,2003-07-11,78000000.0,179265204.0,2.3
2445,Michael Bay,Bad Boys II,2003-07-18,130000000.0,273339556.0,2.1
2446,Peter Howitt,Johnny English,2003-04-06,40000000.0,160583018.0,4.01
2447,Bob Clark,Loose Cannons,1990-02-09,1500000.0,5585154.0,3.72
2448,Ferzan Ozpetek,Loose Cannons,2010-02-12,7000000.0,8220215.0,1.17
2449,Jan de Bont,Lara Croft Tomb Raider: The Cradle of Life,2003-07-21,95000000.0,156505388.0,1.65
2450,Gary Ross,Seabiscuit,2003-07-22,87000000.0,148336445.0,1.71
2451,Robert Rodriguez,Spy Kids 3-D: Game Over,2003-07-25,38000000.0,197011982.0,5.18
2452,Fernando León de Aranoa,Mondays in the Sun,2002-09-27,4000000.0,146402.0,0.04
2453,Billy Wilder,"One, Two, Three",1961-12-15,3000000.0,4000000.0,1.33
2454,Billy Wilder,The Private Life of Sherlock Holmes,1970-10-29,10000000.0,1500000.0,0.15
2455,Jesse Dylan,American Wedding,2003-08-01,55000000.0,231449203.0,4.21
2456,Martin Brest,Gigli,2003-08-01,54000000.0,7266209.0,0.13
2457,Mark Waters,Freaky Friday,2003-08-03,26000000.0,110230332.0,4.24
2458,Clark Johnson,S.W.A.T.,2003-08-08,80000000.0,116643346.0,1.46
2459,Barry Sonnenfeld,Big Trouble,2002-04-05,40000000.0,8493890.0,0.21
2460,Ronny Yu,Freddy vs. Jason,2003-08-15,30000000.0,114908830.0,3.83
2461,Kevin Costner,Open Range,2003-08-29,22000000.0,68296293.0,3.1
2462,Boaz Yakin,Uptown Girls,2003-08-15,20000000.0,37095657.0,1.85
2463,Roman Polanski,Carnage,2011-09-16,25000000.0,27603069.0,1.1
2464,Harald Zwart,Agent Cody Banks,2003-03-14,28000000.0,58795814.0,2.1
2465,André De Toth,House of Wax,1953-04-10,658000.0,23800000.0,36.17
2466,Jaume Collet-Serra,House of Wax,2005-04-30,40000000.0,68766121.0,1.72
2467,John Lafia,Man's Best Friend,1993-11-19,6000000.0,12974636.0,2.16
2468,Martha Coolidge,Valley Girl,1983-04-08,350000.0,17343596.0,49.55
2469,Terence Young,Wait Until Dark,1967-10-26,4000000.0,11000000.0,2.75
2470,Mark L. Lester,Showdown in Little Tokyo,1991-08-23,8000000.0,2275557.0,0.28
2471,George Lucas,THX 1138,1971-03-11,777000.0,2437000.0,3.14
2472,Mark Robson,Valley of the Dolls,1967-12-27,5000000.0,50000000.0,10.0
2473,Michael Mann,The Keep,1983-12-16,6000000.0,3661757.0,0.61
2474,Eugène Lourié,"The Beast from 20,000 Fathoms",1953-06-13,210000.0,5000000.0,23.81
2475,Ron Underwood,Tremors,1990-01-19,11000000.0,48572000.0,4.42
2476,Blake Edwards,The Pink Panther Strikes Again,1976-12-15,6000000.0,33833201.0,5.64
2477,Mark L. Lester,Commando,1985-10-03,10000000.0,57500000.0,5.75
2478,Francis Ford Coppola,Dracula,1992-11-13,40000000.0,215862692.0,5.4
2479,Tod Browning,Dracula,1931-02-12,355000.0,1012189.0,2.85
2480,King Vidor,War and Peace,1956-08-21,6000000.0,12500000.0,2.08
2481,Alastair Fothergill,Earth,2007-04-22,15000000.0,109000000.0,7.27
2482,Mark Linfield,Earth,2007-04-22,15000000.0,109000000.0,7.27
2483,Richard Benjamin,Marci X,2003-08-22,20000000.0,1675706.0,0.08
2484,Victor Salva,Jeepers Creepers 2,2003-08-08,17000000.0,63102666.0,3.71
2485,Brian Helgeland,The Order,2003-09-05,35000000.0,11560806.0,0.33
2486,Fenton Bailey,Party Monster,2003-09-05,5000000.0,742898.0,0.15
2487,Randy Barbato,Party Monster,2003-09-05,5000000.0,742898.0,0.15
2488,Eli Roth,Cabin Fever,2003-08-15,1500000.0,30553394.0,20.37
2489,Ridley Scott,Matchstick Men,2003-09-01,62000000.0,65565672.0,1.06
2490,Robert Rodriguez,Once Upon a Time in Mexico,2003-09-11,29000000.0,98185582.0,3.39
2491,Sofia Coppola,Lost in Translation,2003-08-31,4000000.0,119723856.0,29.93
